范湖,#genre#                                                                                                       
kk金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8

爱奇艺动作电影,http://tcqcloudcdnct.inter.iqiyi.com/tslive/c52_lb_61_1080P_t10/c52_lb_61_1080P_t10.m3u8
爱奇艺华语电影,http://tcqcloudcdnct.inter.iqiyi.com/tslive/c51_lb_124_1080P_t10/c51_lb_124_1080P_t10.m3u8
NEWTV中国功夫,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226321/1.m3u8
NEWTV--连续剧,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226253/1.m3u8
NEWTV超级电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
老故事,http://39.135.138.6:6610/PLTV/88888888/224/3221225517/2/index.m3u8?fmt=ts2hls&IASHttpSessionId=OTT2404520210315230713272738
CHC家庭影院,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#http://39.134.19.153:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/index.m3u8#http://61.189.255.139/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8
CHC高清影视,http://61.189.255.139/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1#http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8#http://39.134.19.76:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
NEWTV超级电影,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8

N家庭影院 HD,http://58.200.190.80/hls/hls75a29.m3u8#http://58.200.190.80/hls/hls166.m3u8
N大众影视 HD,http://58.200.190.80/hls/hls75a27.m3u8#http://58.200.190.80/hls/hls164.m3u8
N家庭剧场 HD,http://58.200.190.80/hls/hls75a28.m3u8#http://58.200.190.80/hls/hls165.m3u8
N卡通剧场 HD,http://58.200.190.80/hls/hls167.m3u8
开心影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8









CHC高清电影,http://39.134.18.65:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8



亚洲电影,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?amp%3Bztecid=10052&amp%3BIASHttpSessionId=SLB4328320190321203540013412&amp%3Bm3u8_level=2&amp%3Btid=C3V7K4ET1VFDUJY6C1IASRV55G66&amp%3BvirtualDomain=zjhs.live_hls.zte.com&IASHttpSessionId=OTT4327220200917150816800254&amp%3Bts=1553493153&ZTEUPSTREAM=1&amp%3Bispcode=3

CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作电影,http://117.156.28.21/PLTV/88888888/224/3221225847/index.m3u8
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv

 






精彩电影高清2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
精彩电视剧高清2K,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8   
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8                                                
动作电影,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226288/1.m3u8      

CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8


                         


蓝光影视16台,http://ivi.bupt.edu.cn/hls/chchd.m3u8                   























港澳台频道,#genre#                                 





咨讯,rtmp://58.200.131.2:1935/livetv/fhzx
凤凰电影,rtmp://58.200.131.2:1935/livetv/fhdy
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
凤凰电影,rtmp://ivi.bupt.edu.cn/livetv/fhdy
凤凰香港,http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8?icpid=88888888&from=0&hms_devid=3804
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
TVB明珠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
环球电视,http://live.cgtn.com/500/prog_index.m3u8
环球电视,http://live.cgtn.com/1000/prog_index.m3u8
星空卫视,http://116.199.5.51:8114/hls/Fsv_chan_hls_se_idx=233&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=0&Pcontent_id=8114.m3u8
翡翠台,http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=188&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
bloomberg,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8                         



凤凰中文,http://111.13.42.13/PLTV/88888888/224/3221225942/1.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://117.169.120.138:8080/live/fhchinese/index.m3u8#http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225900/index.m3u8                                                

 台,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8#http://223.82.250.72/live/fhzixun/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225901/index.m3u8
凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://qlive.fengshows.cn/PHK.flv#http://qlive.fengshows.cn/live720p/PHK.flv#http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://223.82.250.72/live/fhhongkong/1.m3u8





NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8 





纪实频道,#genre#                                   
上海纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8






    

                                                                                                                                                                                                                                                                                                  


动画频道,#genre#                                 
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
卡酷少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
优漫卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
哈哈炫动,http://39.134.115.163:8080/PLTV/88888910/224/3221225677/index.m3u8
