凤凰资讯频道,#genre#
湖北影视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230404/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518
湖北教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221230406/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519
湖北生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230457/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517
数字频道,#genre#,-1#-1#null#null#starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}#null#0#-1#0
CHC家庭影院,http://111.48.34.138/000000001000PLTV/88888888/224/3221230481/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000522
CHC动作电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230434/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000523
CHC影迷电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230483/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000539
欢笑剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230646/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230500/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230553/1.m3u8
哈哈炫动,http://111.48.34.138/000000001000PLTV/88888888/224/3221230578/1.m3u8
嘉佳卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230580/1.m3u8
卡酷少儿,http://111.48.34.138/000000001000PLTV/88888888/224/3221230428/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD7833080911839600643336215800#http://111.48.34.138/000000001000PLTV/88888888/224/3221230040/1.m3u8
金鹰卡通,http://111.48.34.138/000000001000PLTV/88888888/224/3221230468/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000613#http://111.48.34.138/000000001000PLTV/88888888/224/3221230345/1.m3u8
金鹰纪实,http://111.48.34.138/000000001000PLTV/88888888/224/3221230420/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000343#http://111.48.34.138/000000001000PLTV/88888888/224/3221229814/1.m3u8
新动漫,http://111.48.34.138/000000001000PLTV/88888888/224/3221230487/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000500
动漫秀场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230621/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD9805143433502638082196954568#http://111.48.34.138/000000001000PLTV/88888888/224/3221230544/1.m3u8
金色学堂,http://111.48.34.138/000000001000PLTV/88888888/224/3221230586/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230603/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD9805145630420992009556577523
都市剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230619/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD9805154232409374729511476870#http://111.48.34.138/000000001000PLTV/88888888/224/3221230607/1.m3u8
法治天地,http://111.48.34.138/000000001000PLTV/88888888/224/3221230609/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD9805147123567411206852572153#http://111.48.34.138/000000001000PLTV/88888888/224/3221230590/1.m3u8
生活时尚,http://111.48.34.138/000000001000PLTV/88888888/224/3221230617/1.m3u8#rtsp://111.48.34.138:1554/170000004112/HBGD9805148106502553603872020055#http://111.48.34.138/000000001000PLTV/88888888/224/3221230611/1.m3u8
湖北综合,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444593#http://111.48.34.138/000000001000PLTV/88888888/224/3221229806/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230439/1.m3u8
湖北垄上,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444600#http://111.48.34.138/000000001000PLTV/88888888/224/3221229833/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230390/1.m3u8
湖北公共,rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444582#http://111.48.34.138/000000001000PLTV/88888888/224/3221229800/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230441/1.m3u8
湖北影视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518#http://111.48.34.138/000000001000PLTV/88888888/224/3221230404/1.m3u8
湖北教育,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519#http://111.48.34.138/000000001000PLTV/88888888/224/3221230406/1.m3u8金色学堂,http://111.48.34.138/000000001000PLTV/88888888/224/3221230586/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230603/1.m3u8
湖北生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517
江夏新闻综合,http://59.175.226.142:280/gb28181/xwzh.m3u8
鄂州公共,http://ezhou-live21.cjyun.org/10098/s10098-EZ2T.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-ab320ba90f39f94baba04e30ff07c52e#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000461
鄂州新闻综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000460
黄石新闻综合,http://huangshifb-live21.cjyun.org/10200/s10200-huangshitv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-e22af05072c6fa8bc1fc35e042e97467
黄石阳新新闻,http://yangxin-live21.cjyun.org/10104/s10104-yangxin-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a27d99b67d0e39445f1df5ea6ad088ec
黄石都市,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000498
咸宁综合,http://xianning-live21.cjyun.org/10140/s10140-XNTV-1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-fea9ed9b2105c8e66da382be47a0acae#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000380
咸宁经济生活,http://xianning-live21.cjyun.org/10140/s10140-XNGG.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-8cb875770938fdeb7179752f74e13062#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000381
咸宁赤壁一套,http://chibi-live21.cjyun.org/10138/s10138-CBTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-a9f4eb22b55c750628c090d53a445bbc
咸宁通山综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000540
孝感新闻综合,http://xiaogan-live21.cjyun.org/10139/s10139-shpd.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2286294457518d52f02d91906380d72a#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000551
孝感生活,http://xiaogan-live21.cjyun.org/10139/s10139-xg.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-1d24a98d45449c0f85cda4bddc5d72a6
孝感公共,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000552
孝感孝昌综合,http://xiaochang-live21.cjyun.org/10128/s10128-xcxw.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-948b2cf2777e352d9f83660c9b79aa3f
孝感应城综合,http://yingcheng-live21.cjyun.org/10135/s10135-YCZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-683be43745bd3709006be7b43135de61
荆州新闻,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-2bb0015980b1b3742cea1d78f13eb6ca
荆州垄上,http://jingzhou-live21.cjyun.org/10085/s10085-jingzhou-tv03.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-7dff02969ff316d795ac73c86747fd05#rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000378
荆州松滋综合,http://songzi-live21.cjyun.org/10194/s10194-songzi-tv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-388ba0519fa8a2846925a78282f2aa1f
荆门新闻综合,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
襄阳经济生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000451
襄阳谷城综合,http://gucheng-live21.cjyun.org/10116/s10116-GCTV1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b8eee5fa844d684da58e16386fdc88c8
宜昌长阳综合,http://changyang-live21.cjyun.org/10114/s10114-cy1t.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-c16910d50f308ea1150ce2648945a081
宜昌当阳电视台,http://dangyang-live21.cjyun.org/10118/s10118-DYZH.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-68ad690365557a3ecc64c751a1b02f4a
宜昌兴山综合,http://xingshan-live21.cjyun.org/10108/s10108-xingshanTV01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-dafdeaf8f8034a40ebc17a1f8f3a603f
宜昌枝江综合,http://zhijiang-live21.cjyun.org/10120/s10120-zjtv.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-16e87303959711040a8b485858a82a78
宜昌综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000438
宜昌旅游生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000440
宜都综合,https://yidushi-live21.cjyun.org/10092/s10092-yidushitv01.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-db934a5ffe406f70c39553754180d392
恩施鹤峰综合,http://hefeng-live21.cjyun.org/10100/s10100-hftv1.m3u8?auth_key=1767196799-ced13be0a8ae11efa7dfa7dfd677b8f3-0-b42f6cb29eb3b901079113901761aa96
恩施新闻综合,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1812.m3u8?auth_key=4857760445-0-0-48b20fcc677c9c453aade4127fb60836&extra_key=GstcZaunflMNLGu8_neZZDSebP_vdaZpjgvDNh0oFxowejqLIrS9a1EoZExxdRI2S9Y2xkAXOOpuGxK1RXBwE9Pxgs64YJr12xMoUq8C0CDA-bYdaRFKaVVL_9eb5cvcS93rOcGOJVmGyvmgI8egJounqzsBrsfAbiojm3VtXXo
恩施文旅频道,https://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_1811.m3u8?auth_key=4857760464-0-0-ecabcbf26d39dc20cde584db2fa2a053&extra_key=D1dJezG95YTkYytoe8tr2Qhf-jhFFJmJpij9JNzLnfjYgxE5Q69rjZT1b2VrOxeb2zvhRo107e0Ze_h5agVjcLhNxl4RzjBShtdz-pQKUqaNbHnJMUJaS637QCoHNkKlJAb5i0lkR8MlxmIB6LIGojFm8kqvpZp_pI7SG10olDg
巴东综合,http://46240.hlsplay.aodianyun.com/tv_radio_46240/tv_channel_3522.m3u8?auth_key=4860354782-0-0-0bc026e554be331e11f9118a5507dbd6&extra_key=du5v5yekM-ggopdZ_sngtTZ65Uth9WDHICSAwr25ENDQIdlV3Yd2lHeLSlp5B8KLBoWG0nmJUj1QO75vWPg_oNJJLOYxRTOV57psEWQI4qKLGvWzL9PBysSluKuq-Ux9lJltJgQb5lWNdWOKYZiLcxSGG_008O5kq4mJC8KOxeo#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000526
石首综合,http://p8.vzan.com/slowlive/622923977748489779/live.m3u8
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000400
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000400
汉川新闻综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000529
大悟综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000468#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000468
秭归融媒,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000473#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000473
随州综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000218
随州农村,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000219
仙桃综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000225
天门综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000236
黄冈新闻综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000330
黄冈生活,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000331
安陆综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000630
南漳综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000453
广水综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000506
潜江综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000510
应城综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000524
丹江口综合,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000536
湖北卫视,webview://https://news.hbtv.com.cn/app/tv/431
湖北经视,webview://https://news.hbtv.com.cn/app/tv/432
湖北综合,webview://https://news.hbtv.com.cn/app/tv/433
湖北公共,webview://https://news.hbtv.com.cn/app/tv/434
湖北影视,webview://https://news.hbtv.com.cn/app/tv/435
湖北生活,webview://https://news.hbtv.com.cn/app/tv/436
湖北教育,webview://https://news.hbtv.com.cn/app/tv/437
湖北垄上,webview://https://news.hbtv.com.cn/app/tv/438
襄阳经济生活,webview://https://xiangyang.cjyun.org/app/streamradio/138
襄阳综合,webview://https://xiangyang.cjyun.org/app/streamradio/142
襄阳公共,webview://https://xiangyang.cjyun.org/app/streamradio/130
十堰新闻综合,webview://https://www.syiptv.com/tv?station_id=1
十堰经济旅游,webview://https://www.syiptv.com/tv?station_id=3
十堰新闻综合,webview://http://52zb.online/xzb/sytv.php?id=1
十堰经济旅游,webview://http://52zb.online/xzb/sytv.php?id=3
荆门新闻综合,webview://https://www.jmtv.com.cn/folder48/folder50/folder62
孝感综合,webview://https://share.xgrb.cn/live_detail?newsid=25009136_xgrb
孝感生活,webview://https://share.xgrb.cn/live_detail?newsid=25009684_xgrb
黄冈广播电视,webview://http://m-huanggang.cjyun.org/zhibo?2022
鄂州1,webview://https://app.iezhou.cn/application/tvradio/h5/detail.html?type=tv&id=37
鄂州2,webview://https://app.iezhou.cn/application/tvradio/h5/detail.html?type=tv&id=36
荆州新闻综合,webview://http://m-jingzhou.cjyun.org/dszb
咸宁新闻综合,webview://https://app.cjyun.org.cn/video/videojs/index?site_id=10140&id=91&page=canvas&live_type=1
咸宁经济生活,webview://https://app.cjyun.org.cn/video/videojs/index?site_id=10140&id=80&page=canvas&live_type=1
-1#-1#null#null#starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}#null#0#-1#0
湖北经视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230388/1.m3u8#rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444588#http://111.48.34.138/000000001000PLTV/88888888/224/3221229804/1.m3u8
湖北综合,http://111.48.34.138/000000001000PLTV/88888888/224/3221230439/1.m3u8#rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444593#http://111.48.34.138/000000001000PLTV/88888888/224/3221229806/1.m3u8
湖北垄上,http://111.48.34.138/000000001000PLTV/88888888/224/3221230390/1.m3u8#rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444600#http://111.48.34.138/000000001000PLTV/88888888/224/3221229833/1.m3u8
湖北公共新闻,http://111.48.34.138/000000001000PLTV/88888888/224/3221230441/1.m3u8#rtsp://111.48.34.138:1554/170000004112/10000100000000050000000002444582#http://111.48.34.138/000000001000PLTV/88888888/224/3221229800/1.m3u8
湖北影视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230404/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000518
湖北教育,http://111.48.34.138/000000001000PLTV/88888888/224/3221230406/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000519
湖北生活,http://111.48.34.138/000000001000PLTV/88888888/224/3221230457/1.m3u8#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000517

央卫高码,#genre#
CCTV-01高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV-02高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV-03高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV-04高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV-05高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV-5+高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV-06高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV-07高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV-08高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV-09高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV-10高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV-11高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV-12高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV-13高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV-14高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV-15高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV-16高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV-17高码,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17

央卫高速0,#genre#

CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV3,http://go.bkpcp.top/mg/cctv3
CCTV4,http://go.bkpcp.top/mg/cctv4
CCTV5,http://go.bkpcp.top/mg/cctv5
CCTV5+,http://go.bkpcp.top/mg/cctv5p
CCTV6,http://go.bkpcp.top/mg/cctv6
CCTV7,http://go.bkpcp.top/mg/cctv7
CCTV8,http://go.bkpcp.top/mg/cctv8
CCTV9,http://go.bkpcp.top/mg/cctv9
CCTV10,http://go.bkpcp.top/mg/cctv10
CCTV11,http://go.bkpcp.top/mg/cctv11
CCTV12,http://go.bkpcp.top/mg/cctv12
CCTV13,http://go.bkpcp.top/mg/cctv13
CCTV14,http://go.bkpcp.top/mg/cctv14
CCTV15,http://go.bkpcp.top/mg/cctv15
CCTV16,http://go.bkpcp.top/mg/cctv16
CCTV17,http://go.bkpcp.top/mg/cctv17
北京卫视,http://go.bkpcp.top/mg/bjws
东方卫视,http://go.bkpcp.top/mg/dfws
浙江卫视,http://go.bkpcp.top/mg/zjws
江苏卫视,http://go.bkpcp.top/mg/jsws
湖南卫视,http://go.bkpcp.top/mg/hunws
广东卫视,http://go.bkpcp.top/mg/gdws
深圳卫视4k,http://go.bkpcp.top/mg/szws
山东卫视,http://go.bkpcp.top/mg/sdws
河南卫视,http://go.bkpcp.top/mg/hnws
江西卫视,http://go.bkpcp.top/mg/jxws
湖北卫视,http://go.bkpcp.top/mg/hubws
海南卫视,http://go.bkpcp.top/mg/hinws
陕西卫视,http://go.bkpcp.top/mg/sxws
兵团卫视,http://go.bkpcp.top/mg/btws
黑龙江卫视,http://go.bkpcp.top/mg/hljws

央卫备用1,#genre#

CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV4,http://112.27.235.94:8000/hls/4/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
CGTN,http://112.27.235.94:8000/hls/17/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8
肥西县综合,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
上海卫视,http://112.27.235.94:8000/hls/28/index.m3u8
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8
广东卫视,http://112.27.235.94:8000/hls/30/index.m3u8
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8
江苏卫视,http://112.27.235.94:8000/hls/32/index.m3u8
深圳卫视,http://112.27.235.94:8000/hls/33/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
四川卫视,http://112.27.235.94:8000/hls/35/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
河南卫视,http://112.27.235.94:8000/hls/37/index.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8
云南卫视,http://112.27.235.94:8000/hls/40/index.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
天津卫视,http://112.27.235.94:8000/hls/42/index.m3u8
陕西卫视,http://112.27.235.94:8000/hls/43/index.m3u8
江西卫视,http://112.27.235.94:8000/hls/44/index.m3u8
山西卫视,http://112.27.235.94:8000/hls/45/index.m3u8
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
辽宁卫视,http://112.27.235.94:8000/hls/47/index.m3u8
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
内蒙古卫视,http://112.27.235.94:8000/hls/49/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8




央卫咪咕,#genre#
CCTV-01咪咕,http://go.bkpcp.top/mg/cctv1
CCTV-02咪咕,http://go.bkpcp.top/mg/cctv2
CCTV-03咪咕,http://go.bkpcp.top/mg/cctv3
CCTV-04咪咕,http://go.bkpcp.top/mg/cctv4
CCTV-05咪咕,http://go.bkpcp.top/mg/cctv5
CCTV-5+咪咕,http://go.bkpcp.top/mg/cctv5p
CCTV-06咪咕,http://go.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://go.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://go.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://go.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://go.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://go.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://go.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://go.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://go.bkpcp.top/mg/cctv15
CCTV-16咪咕,http://go.bkpcp.top/mg/cctv16
CCTV-17咪咕,http://go.bkpcp.top/mg/cctv17
cct4欧洲咪咕,http://go.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://go.bkpcp.top/mg/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
湖南卫视咪咕,http://go.bkpcp.top/mg/hunws
广东卫视咪咕,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视咪咕,http://go.bkpcp.top/mg/sdws
河南卫视咪咕,http://go.bkpcp.top/mg/hnws
江西卫视咪咕,http://go.bkpcp.top/mg/jxws
湖北卫视咪咕,http://go.bkpcp.top/mg/hubws
海南卫视咪咕,http://go.bkpcp.top/mg/hinws
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws
兵团卫视咪咕,http://go.bkpcp.top/mg/btws
黑龙江视咪咕,http://go.bkpcp.top/mg/hljws

央视频道,#genre#
CCTV-1,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000131#http://111.48.34.138/000000001000PLTV/88888888/224/3221229665/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221229968/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230440/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230563/1.m3u8
CCTV-2,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000357#http://111.48.34.138/000000001000PLTV/88888888/224/3221229893/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230359/1.m3u8
CCTV-3,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000391#http://111.48.34.138/000000001000PLTV/88888888/224/3221230150/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230394/1.m3u8
CCTV-4,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000409#http://111.48.34.138/000000001000PLTV/88888888/224/3221229862/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230489/1.m3u8
CCTV-5,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000322#http://111.48.34.138/000000001000PLTV/88888888/224/3221230165/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230400/1.m3u8
CCTV-5＋,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000503#http://111.48.34.138/000000001000PLTV/88888888/224/3221230455/1.m3u8
CCTV-6,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000392#http://111.48.34.138/000000001000PLTV/88888888/224/3221230154/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230451/1.m3u8
CCTV-7,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000358#http://111.48.34.138/000000001000PLTV/88888888/224/3221229895/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230442/1.m3u8
CCTV-8,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000393#http://111.48.34.138/000000001000PLTV/88888888/224/3221230169/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230445/1.m3u8
CCTV-9,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000359#http://111.48.34.138/000000001000PLTV/88888888/224/3221229864/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230330/1.m3u8
